"rowid","votereg","inputregstate","region","division","CONSENT","TAX_rate","STATE_DC","STATE_PR","SEXWORK","LOCALNEWS","REDFLAG","STUDEBT","GND","BDS","PRISVOTE","PROSPAY","FEES","SSCAP","OVERTIME","FOURDAY","TELMED","MINWAGE","WEALTAX","NAMEANYDEM","NAMEANYREP","employ","job","work_employees","work_comp","pp_daily_intuse_work","work_customers","work_benefits","work_pay","jobsec","side_job_US_1","side_job_US_2","side_job_US_3","side_job_US_4","side_job_US_5","side_job_US_6","side_job_US_7","side_job_US_8","employ_worktype","employ_worktype_other","NRSCLASS","DOWORK","WORKDIVERSE","WORKSAFE","class_neighbor","parents_ed","PAID","class_open","KARNOSKI","REGENTS","PICS","SHELBY","BURWELL","REDISTRICTING","SCOTUSQ1","SCOTUSQ2","SCOTUSGRID_split","roberts1","thomas1","sotomayor1","ginsberg1","kavanaugh1","kagan1","alito1","breyer1","gorsuch1","roberts2","thomas2","sotomayor2","ginsberg2","kavanaugh2","kagan2","alito2","breyer2","gorsuch2","COURTVIEW","COURTAPPROVE","PRES_APP","pid3","pid3_t","pid7","dtrpsupp","ideo5","turnout16","presvote16post","presvote16post_t","djtrelct","turnout18post","housevote18post","housevote18post_t","fin_emerg","fin_checking","fin_savings","fin_cashing","fin_cc","fin_loan","fin_car","fin_sticks","HOME_OWN","OPIOID","union_combined_1","union_combined_5","union_combined_2","union_combined_6","union_combined_3","union_combined_4","birthyr","age5","educ","educ4","educ2","race","race_t","race4","race2","hispanic","faminc_new","urban","GENDER_4","GENDER4_open","weight"
549,1,29,2,4,1,3,5,5,5,5,2,5,5,1,5,2,4,1,2,5,5,5,4,"Nancy Pelosi","Marsha Blackburn",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,"Works for low to medium wage.",2,2,1,1,2,2,9,"Roberts",2,2,1,5,5,1,4,1,4,1,3,5,1,1,4,2,4,2,4,2,4,2,2,NA,7,2,4,1,2,NA,1,1,2,NA,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1983,2,2,1,1,1,NA,1,1,2,4,2,1,NA,0.9372
550,1,37,3,5,1,6,6,6,5,6,2,6,4,2,6,4,2,6,3,3,5,2,2,"Unsure","",2,NA,2,2,4,3,3,1,5,2,2,2,2,2,2,1,2,25,NA,NA,"",2,1,4,5,3,"",2,3,1,3,2,3,12,"",1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,2,NA,6,3,4,1,2,NA,3,1,2,NA,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1961,4,4,2,1,1,NA,1,1,2,2,3,2,NA,0.5429
551,1,6,4,9,1,1,1,1,3,3,1,1,1,6,2,2,2,3,1,3,4,2,1,"Nancy Pelosi","Susan Collins",1,NA,2,1,4,1,3,2,4,2,2,2,2,2,2,1,2,24,"Professional Longarm Quilter",NA,"I quilt other people's quilts for payment.",2,1,2,6,5,"Work anywhere from 20 or more hours a week in any industry. Working class can work from paycheck to paycheck, or have enough for a savings account.",1,1,1,1,1,3,8,"John Roberts",1,3,5,1,1,5,1,3,3,4,5,5,1,1,5,1,5,2,5,2,4,5,1,NA,1,NA,2,1,1,NA,2,1,1,NA,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1951,5,3,2,1,1,NA,1,1,2,10,2,2,NA,0.6026
552,1,6,4,9,1,1,3,1,5,2,1,2,1,4,5,3,4,2,1,2,5,2,2,"Nancy Pelosi","Cathy McMorris Rogers",1,NA,1,1,4,3,3,2,3,1,2,1,2,2,1,2,2,16,NA,3,"I am a substitute teacher for high school in southern California.",1,1,2,1,4,"You struggle pay check to pay check in an unskilled or semiskilled job. At any moment you could lose your job to technology or it could go overseas.",2,3,1,2,2,3,12,"John Roberts",1,1,1,4,5,4,6,6,6,3,5,3,1,1,4,2,4,3,5,1,1,2,2,NA,6,4,4,1,2,NA,1,1,2,NA,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1964,4,6,4,2,1,NA,1,1,2,9,2,2,NA,0.6699
553,1,32,4,8,1,6,6,6,2,3,4,6,2,4,6,6,4,4,3,4,2,2,2,"Elizabeth Warren","Anna fiv",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,6,"Have a job",1,3,1,3,2,3,9,"Roberts",1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,4,5,NA,8,NA,6,2,7,NA,3,2,NA,NA,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,1,1995,1,2,1,1,6,NA,4,2,1,1,2,1,NA,1.6626
554,1,34,1,2,1,3,5,3,3,5,5,5,5,1,5,5,2,1,3,5,2,5,5,"gillibrand","?",1,NA,2,1,4,3,1,3,3,2,2,2,2,2,2,1,2,16,NA,3,"teach math",2,3,2,1,3,"blue collar position",2,2,1,1,2,2,9,"?",1,3,2,4,5,2,4,3,3,2,3,5,2,1,4,2,4,2,4,2,3,2,3,NA,5,1,3,1,2,NA,1,1,2,NA,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1965,4,6,4,2,1,NA,1,1,2,11,2,1,NA,1.1126
555,1,13,3,5,1,2,4,4,2,6,1,2,2,3,2,2,4,1,1,6,5,3,1,"Nancy Pelosi","",1,NA,2,1,2,3,1,3,3,2,2,2,2,2,2,1,2,16,NA,3,"Teach",2,1,4,6,3,"I'm not sure",1,1,1,3,2,3,9,"",1,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,5,3,NA,4,NA,3,2,7,NA,2,2,NA,NA,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1984,2,5,3,2,2,NA,2,2,2,1,1,2,NA,1.5354
556,1,28,3,6,1,3,3,1,5,4,4,2,NA,3,3,1,3,NA,4,3,3,3,2,"Ok","",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,"Ok",1,1,1,1,1,1,2,"Ok",2,3,2,4,3,3,5,2,3,5,5,5,3,3,3,3,3,2,3,1,3,3,2,NA,6,2,4,2,7,NA,2,2,NA,NA,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1989,2,2,1,1,2,NA,2,2,2,4,1,2,NA,1.4212
557,1,35,4,8,1,2,1,1,3,2,1,1,1,5,5,1,4,2,1,5,1,1,1,"Elizabeth Warren","",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,"I think middle class is to be the working people who work for someone who owns a company that pays their salary.",1,1,2,2,NA,1,8,"",2,5,5,1,1,5,1,3,2,5,4,5,2,1,5,2,4,2,5,2,4,5,1,NA,1,NA,1,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1953,5,5,3,2,1,NA,1,1,2,6,1,2,NA,0.888
558,1,18,2,3,1,4,5,2,5,5,4,5,5,5,5,5,6,5,3,5,NA,5,5,"Plorsi","Jackie Walorski",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,"Work every day for a living.",2,2,1,3,2,3,9,"Roberts",1,2,1,5,5,1,5,2,4,1,4,5,1,1,4,1,4,2,5,2,3,1,3,NA,5,1,5,1,2,NA,1,1,2,NA,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1956,4,4,2,1,1,NA,1,1,2,4,3,1,NA,0.8422
559,1,42,1,2,1,1,3,1,1,5,1,5,2,5,5,5,3,1,5,1,2,5,1,"Waron","Policei",1,NA,1,1,4,1,1,3,4,1,2,2,2,2,2,2,2,3,NA,4,"Everything",1,1,1,6,3,"The backbone of the country",2,2,2,2,2,2,12,"Do not bnow",1,3,3,4,3,3,4,3,2,3,3,2,2,3,3,3,3,3,3,1,3,1,2,NA,6,1,5,1,2,NA,1,1,2,NA,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1951,5,5,3,2,1,NA,1,1,2,8,1,1,NA,1.0071
560,1,48,3,7,1,2,2,2,2,2,2,1,1,4,4,2,2,2,2,5,2,3,1,"Amy Klobuchar","Lisa Murkowski",1,NA,2,1,4,1,2,3,4,2,2,2,2,2,2,1,2,2,NA,4,"Corporate pilot",2,1,2,2,3,"I think ""working class"" commonly refers to ""blue colar"" work, or middle to lower middle class and below.",1,1,3,2,1,3,9,"Roberts",1,4,5,1,1,4,1,5,2,4,4,5,2,1,5,2,5,3,4,2,4,5,1,NA,1,NA,2,1,1,NA,2,1,1,NA,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1976,3,6,4,2,1,NA,1,1,2,97,2,1,NA,1.1977
561,1,36,1,2,1,4,5,5,5,5,1,5,5,1,5,5,5,5,1,1,5,5,1,"Kildabran/ NY spelled it wrong","don't know of any",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,"The one that does all the work so someone else can get rich",2,1,1,1,2,1,16,"",1,1,1,6,6,1,6,6,6,6,5,5,6,1,5,6,6,6,6,2,2,1,2,NA,7,1,5,1,2,NA,1,1,2,NA,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1958,4,3,2,1,1,NA,1,1,2,2,3,1,NA,0.7579
562,1,36,1,2,1,1,5,1,4,5,1,1,1,1,2,2,1,1,1,2,1,4,1,"Elizabeth Warren","No idea",1,NA,2,1,4,1,3,1,3,1,2,2,2,2,2,2,2,15,NA,3,"Sales clerk, stocking, phones, etc.",2,1,1,2,2,"Needing to work consistently to be able to afford to live.",1,1,1,3,1,1,9,"Warren",1,6,5,6,1,6,6,6,6,6,6,5,6,1,6,6,6,6,6,1,2,5,1,NA,1,NA,1,1,1,NA,2,1,1,NA,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1957,4,2,1,1,1,NA,1,1,2,6,3,2,NA,1.6262
563,1,12,3,5,1,3,1,1,1,6,5,1,1,6,2,2,1,1,2,1,4,2,1,"Pelosi","Collins",2,NA,2,2,4,3,3,1,4,2,2,2,2,2,2,1,2,2,NA,4,"Load pockets in the bindery",1,1,1,3,1,"Living paycheck to paycheck. May pay bills on time..robbing paul to pay peter, metaphorically!",1,1,3,3,1,3,12,"Ginsburg",1,6,5,6,1,5,6,6,6,3,6,4,NA,2,5,6,6,6,4,2,2,5,1,NA,1,NA,1,1,1,NA,2,1,1,NA,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1969,4,3,2,1,1,NA,1,1,2,3,2,2,NA,0.8366
564,1,51,3,5,1,3,6,6,2,4,2,4,4,4,5,2,4,6,2,2,4,4,4,"Kamala Harris","n/a",2,NA,2,1,1,2,3,1,2,1,2,1,2,2,2,2,2,10,NA,3,"Process mail.",1,1,1,4,1,"It means that you may live paycheck to paycheck",2,2,2,3,2,3,9,"Roberts",2,4,2,4,2,2,4,2,2,2,3,4,2,1,3,2,6,6,6,1,2,2,3,NA,5,2,4,1,6,NA,3,1,5,"Myself",2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1982,2,3,2,1,2,NA,2,2,2,1,1,1,NA,2.6265
565,1,53,4,9,1,1,1,1,4,3,1,1,2,5,5,3,5,2,2,3,1,4,1,"Patty Murray","don't know",1,NA,2,1,2,3,1,3,2,2,2,2,2,2,2,1,2,22,NA,3,"Medicaid fraud",2,3,2,3,3,"You do mostly physical labor",1,1,2,2,1,2,9,"john roberts",1,4,5,1,1,5,1,4,1,5,5,5,2,2,5,2,5,2,5,2,4,5,3,NA,3,NA,2,1,1,NA,2,1,1,NA,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1962,4,3,2,1,1,NA,1,1,2,10,3,2,NA,0.3865
566,1,33,1,1,1,3,5,5,1,1,5,2,3,4,5,5,4,2,1,3,4,5,4,"Nancy pelosi","Blackburn",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,"Work alot hours and have little to show for it. Live paycheck to paycheck.",3,2,1,1,1,3,9,"Ginsburg",1,4,2,5,5,3,3,2,4,2,3,4,2,1,4,2,3,3,4,2,5,5,3,NA,4,NA,3,1,6,NA,1,1,3,NA,1,1,1,3,1,1,1,2,1,1,2,2,1,2,2,2,1984,2,3,2,1,1,NA,1,1,2,8,3,2,NA,1.4382
567,1,6,4,9,1,3,1,1,1,6,1,1,1,3,1,1,1,2,1,1,1,1,1,"Susan Davis","",1,NA,2,1,3,3,1,3,4,2,2,2,2,2,2,1,2,9,NA,2,"Electrical test engineer",3,1,2,1,5,"Low wage, low skill job, shallow learning curve work skills",1,1,2,2,1,2,9,"Roberts",1,1,2,1,1,5,1,3,3,4,4,4,1,2,5,2,5,4,5,2,4,5,1,NA,1,NA,1,1,1,NA,2,1,1,NA,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1985,2,5,3,2,3,NA,3,2,1,12,1,1,NA,0.5452
568,1,48,3,7,1,3,4,3,2,5,4,5,5,2,5,5,5,5,3,5,5,5,4,"Nancy Pelosi","Kelli Ward",1,NA,2,1,2,1,1,4,3,2,2,2,2,2,2,1,2,1,NA,4,"Maintenance, inspection and repair of Gas Turbine engines.",1,1,1,3,1,"Working 40+ hours a week and living paycheck to paycheck.",2,2,3,1,2,2,9,"Roberts",1,2,3,3,5,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,NA,5,1,5,1,2,NA,1,1,2,NA,2,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,1966,4,3,2,1,7,NA,4,2,2,11,2,1,NA,0.8292
569,1,21,3,6,1,6,4,2,5,3,2,1,4,3,2,3,2,4,2,4,5,1,2,"Robin Webb","",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"They work hard",1,3,1,3,3,3,12,"",2,2,6,6,2,6,6,3,6,3,6,6,6,3,3,6,6,4,6,2,3,2,1,NA,2,NA,6,2,7,NA,2,2,NA,NA,1,2,1,2,2,2,3,2,1,1,2,2,2,2,1,2,1980,2,1,1,1,1,NA,1,1,2,1,3,2,NA,0.8286
570,1,12,3,5,1,6,6,6,5,5,1,6,6,6,5,6,1,1,6,6,6,1,1,"Not sure","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,"",3,3,1,2,3,3,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,3,NA,4,NA,6,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,2,1960,4,2,1,1,1,NA,1,1,2,1,2,2,NA,1.785
571,1,32,4,8,1,3,5,5,2,5,4,5,5,3,4,4,4,2,2,4,5,5,3,"nancy pelosi","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,"Blue collar, hourly worker",2,2,1,1,2,3,9,"roberts",1,3,1,4,5,2,4,3,5,2,3,5,2,1,4,2,3,2,4,1,2,2,3,NA,5,2,4,1,2,NA,1,1,2,NA,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1947,5,5,3,2,1,NA,1,1,2,4,3,1,NA,0.7869
572,1,53,4,9,1,3,5,5,5,5,4,5,5,5,5,4,2,1,2,5,5,5,5,"Elizabeth Warren","Martha mcsally",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,"You work with your hands and or your brain",2,2,1,1,2,3,9,"Roberts",1,2,1,5,5,1,5,4,5,1,4,5,1,1,5,1,3,3,5,1,2,2,3,NA,5,2,5,1,2,NA,1,1,2,NA,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1945,5,4,2,1,6,NA,4,2,2,8,3,1,NA,0.4078
573,1,48,3,7,1,3,6,3,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,"Hilabrand","Liz chenny",1,NA,2,1,1,1,2,1,4,2,2,2,2,2,2,2,1,24,"Merchandiser",NA,"Everything",1,1,1,2,5,"You have an opportunity to make your life better",2,2,1,2,3,1,9,"Thomas",2,3,1,5,5,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,NA,7,1,5,1,2,NA,1,1,2,NA,1,1,2,1,1,1,1,1,3,2,2,2,2,2,1,2,1954,5,4,2,1,3,NA,3,2,1,11,3,2,NA,0.5331
574,1,53,4,9,1,2,1,1,3,2,1,1,1,6,3,1,3,1,2,3,3,2,1,"Nancy Pelosi","Martha McSally",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,"Clocking in and out of work. Filling out a timesheet",1,1,3,3,1,3,9,"Roberts",1,3,5,1,1,6,1,5,1,6,4,5,2,1,6,2,5,2,6,2,5,5,1,NA,1,NA,2,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1941,5,3,2,1,1,NA,1,1,2,7,2,2,NA,0.6026
575,1,4,4,8,1,2,5,1,2,2,1,1,3,5,5,2,5,1,2,5,1,4,1,"Kirsten sinema","Martha mcsally",1,NA,2,1,4,2,1,3,1,1,1,1,2,2,2,2,2,1,NA,4,"Repair semiconductor test equipment",2,1,2,2,4,"Living paycheck to paycheck",1,1,1,1,1,2,9,"Roberts",2,3,1,1,1,5,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,3,NA,4,NA,3,1,1,NA,2,1,1,NA,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1956,4,5,3,2,1,NA,1,1,2,9,2,1,NA,0.7891
576,1,39,2,3,1,2,5,5,5,5,4,4,5,6,5,3,6,2,4,5,5,5,6,"Pelosi","",1,NA,1,2,4,2,1,1,3,2,2,2,2,2,2,1,2,24,"Skilled labor",NA,"",1,1,2,3,1,"",2,2,2,2,1,3,9,"Roberts",1,2,1,5,5,2,5,2,4,1,4,5,1,1,4,2,4,2,4,2,4,1,2,NA,6,1,5,1,2,NA,1,1,2,NA,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,1968,4,4,2,1,1,NA,1,1,2,6,2,1,NA,1.0991
577,1,32,4,8,1,4,5,3,3,5,3,5,5,4,5,2,2,4,3,5,5,5,4,"Jackie Rosen","Joannie Earnst",2,NA,1,1,2,3,3,3,4,2,1,2,1,2,1,2,2,15,NA,3,"I process documents for real estate transaction, copy writing for marketing",2,1,2,1,1,"Typically working class to me would indicate someone who skilled at a trade, works with their hands, or provides a service.",3,2,1,3,2,2,9,"roberts",2,3,1,3,4,3,3,3,3,1,3,5,2,1,4,2,5,2,5,1,2,2,2,NA,7,3,4,1,2,NA,1,1,2,NA,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,1961,4,6,4,2,1,NA,1,1,2,12,2,1,NA,0.8795
578,1,54,3,5,1,2,2,1,2,3,2,1,2,2,1,1,1,1,1,2,1,1,1,"Senator Capito","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,"To be poor",3,1,3,2,1,2,9,"Roberts",2,2,4,1,1,3,1,3,2,4,3,5,2,2,4,2,4,6,5,2,4,3,1,NA,2,NA,2,1,1,NA,2,1,1,NA,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1946,5,6,4,2,1,NA,1,1,2,11,3,1,NA,0.9092
579,1,41,4,9,1,1,6,1,1,1,1,1,1,5,2,1,1,1,1,2,1,1,1,"Nancy Pelosi","Susan Collins",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,"People paid an hourly wage often performing labor, warehouse or manual labor.",1,1,1,1,1,2,9,"Roberts",1,1,5,1,1,3,1,3,1,3,3,5,2,2,5,2,4,3,4,2,4,5,1,NA,1,NA,2,1,2,NA,2,1,2,NA,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1951,5,4,2,1,1,NA,1,1,2,10,2,1,NA,0.5339
580,1,9,1,1,1,1,3,1,2,3,1,1,1,5,3,1,5,3,1,3,1,1,1,"","?",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,"Determined",1,1,1,1,1,1,12,"?",1,3,5,1,1,5,3,NA,2,3,6,5,2,2,5,6,6,6,6,2,4,5,1,NA,1,NA,2,2,7,NA,2,1,1,NA,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1955,4,2,1,1,3,NA,3,2,1,2,1,2,NA,1.5968
581,1,6,4,9,1,3,5,3,5,5,4,4,4,4,5,3,3,3,3,3,4,5,3,"I don't know","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"It means that we work to pay our bills and taxes.",2,2,3,2,2,2,9,"Ginsberg",2,3,3,4,3,2,6,6,3,3,6,3,2,3,4,1,2,6,6,2,4,1,3,NA,5,5,3,1,2,NA,1,1,5,"I vote for the candidate, not the party.",2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1949,5,4,2,1,1,NA,1,1,2,6,2,1,NA,0.5339
582,1,51,3,5,1,2,1,1,1,2,1,1,1,5,2,1,3,1,1,2,1,1,1,"Nancy Pelosi","Susan Collins",1,NA,1,1,2,1,1,1,4,1,1,2,2,2,2,2,2,1,NA,4,"Interpretations and translations.",1,1,1,2,4,"To be poor, dependant on your paycheck, to barely be able (or not at all) to save, to suffer difficulties because of the healthcare and education costs.",1,1,3,2,1,2,9,"Roberts",1,3,5,1,1,5,1,5,5,5,4,5,2,2,5,2,5,5,5,2,4,5,4,"Progressive",3,NA,1,2,7,NA,2,1,1,NA,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1973,3,4,2,1,3,NA,3,2,1,2,2,1,NA,1.0661
583,1,42,1,2,1,2,5,1,5,3,1,1,1,3,5,2,4,2,2,4,4,2,1,"Kamala Harris","Susan Collins",1,NA,2,1,3,1,1,3,4,1,2,2,2,2,2,2,2,19,NA,3,"Chaplain at continuing care retirement community",2,1,2,2,3,"full time job with benefits",1,1,1,2,1,2,9,"Roberts",1,3,4,1,1,5,1,5,5,5,3,5,1,2,5,1,5,5,5,1,4,5,1,NA,1,NA,2,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,1952,5,6,4,2,1,NA,1,1,2,7,1,2,NA,0.9348
584,1,12,3,5,1,1,3,1,2,2,1,1,1,5,1,2,5,1,1,3,1,5,1,"Ocasio","Sarah palin",1,NA,2,2,4,1,1,1,4,2,2,2,2,2,2,1,2,6,NA,1,"Medical treatment,documentation,interventions ,appointment scheduling, medicinal administration,personal care and assistance with activities of daily living",1,2,1,3,4,"Living pay check to paycheck, barley making ends meet.",1,1,3,1,1,2,6,"John Roberts",1,2,2,6,1,5,2,4,6,6,4,6,6,2,5,3,4,6,6,1,1,5,4,"Progressive liberal",3,NA,2,1,1,NA,2,1,1,NA,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1981,2,4,2,1,1,NA,1,1,2,4,3,1,NA,1.7639
585,1,12,3,5,1,1,1,1,3,2,1,1,1,5,6,1,1,1,1,3,1,6,1,"Nancy Pelosi","Joni Ernst",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,"struggling every day to make ends meet, living paycheck to paycheck. Affording child care is hard and rent or mortgage takes up too much of a paycheck",1,1,3,2,1,2,9,"Roberts",1,4,5,1,1,5,1,5,NA,4,3,5,2,1,5,2,5,4,4,1,4,5,1,NA,1,NA,1,1,1,NA,2,1,1,NA,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1955,4,4,2,1,1,NA,1,1,2,2,2,2,NA,0.5429
586,1,4,4,8,1,4,3,1,4,5,2,5,5,2,2,3,3,NA,1,2,5,5,4,"Martha McSally","Martha McSally",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,"Working to be able to pay bills and make ends meet",2,3,1,1,1,3,NA,"Roberts",2,1,1,5,5,1,5,1,5,1,4,4,1,1,5,1,4,6,4,1,2,1,2,NA,7,1,5,1,2,NA,1,1,2,NA,1,1,1,NA,1,2,1,1,1,2,2,2,2,2,1,2,1948,5,3,2,1,1,NA,1,1,2,97,3,2,NA,0.6026
587,1,27,2,4,1,2,5,5,4,5,5,1,2,5,5,5,1,1,1,2,1,1,1,"pelosi","kristi noem",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,"just trying to make ends meet by working a job or two",2,1,1,3,2,1,9,"roberts",2,2,2,5,4,1,5,2,2,1,6,6,6,6,6,6,6,6,6,1,2,1,2,NA,7,1,4,1,2,NA,1,2,NA,NA,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1962,4,3,2,1,1,NA,1,1,2,2,2,2,NA,0.5496
588,1,33,1,1,1,6,2,2,2,3,2,4,3,4,2,3,4,2,4,4,1,4,2,"Maggie hassan","Barker",2,NA,1,1,3,1,2,1,3,2,2,2,2,2,2,1,2,16,NA,3,"Education and camp director",2,1,2,3,2,"Over worked and underpaid",1,1,1,3,1,3,9,"",2,6,4,1,1,6,1,4,6,5,4,4,2,2,5,2,4,6,5,2,4,5,1,NA,1,NA,2,1,1,NA,2,1,1,NA,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1980,2,5,3,2,1,NA,1,1,2,6,3,2,NA,0.9588
589,1,42,1,2,1,1,3,3,2,3,1,2,2,3,4,3,3,3,1,2,2,1,3,"nancy pelosi","heather nauert",1,NA,2,2,4,1,2,1,4,2,2,2,2,2,2,1,2,16,NA,3,"daycare teacher",3,1,1,1,5,"work long hours",1,1,1,3,3,3,9,"roberts",2,1,1,1,1,5,1,1,1,5,5,6,2,1,5,6,6,6,5,2,3,5,1,NA,1,NA,1,2,7,NA,2,1,1,NA,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1969,4,4,2,1,6,NA,4,2,2,4,1,2,NA,0.5821
590,1,13,3,5,1,6,2,3,5,3,2,2,1,3,4,3,2,2,1,5,5,4,4,"Alexandria ocasio Cortez","Sarah Palin",2,NA,2,1,3,1,3,4,3,1,2,2,2,2,2,2,2,16,NA,3,"I am a Pre-school teacher and I teach 2 yr. olds. On the side, I have a job working with an internet company.",3,1,2,4,2,"I think what it means to be working class is a group of ordinary folk who are just per diem workers.",2,1,1,1,1,3,51,"Kavanauh",2,3,3,1,1,4,3,2,2,2,6,3,2,3,5,2,3,6,4,1,3,5,3,NA,4,NA,4,1,3,NA,2,1,1,NA,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1971,3,5,3,2,3,NA,3,2,1,11,2,2,NA,0.5889
